genre,number of features,features respectively
blues,12,0.3,0.025,0.825,0.9666666666666667,0.575,0.04,0.76,0.16,0.17,0.31333333333333335,0.056666666666666664,0.665
blues,12,0.5,0.15,0.925,0.8666666666666667,0.6833333333333333,0.96,0.01,0.9,0.2633333333333333,0.31,0.7766666666666666,0.795
blues,12,1.0,0.875,0.925,0.8,0.9916666666666667,0.805,0.56,0.63,0.7566666666666667,0.07666666666666666,0.5433333333333333,0.755
blues,12,1.0,0.6,0.8,0.85,0.9833333333333333,0.575,0.605,0.93,0.023333333333333334,0.25,0.36333333333333334,0.54
blues,12,0.6,0.025,0.425,0.9333333333333333,0.175,0.695,0.175,0.885,0.83,0.76,0.7466666666666667,0.945
blues,12,0.6,0.15,0.05,0.85,0.016666666666666666,0.885,0.52,0.08,0.17333333333333334,0.8,0.05,0.5
blues,12,0.9,0.85,0.85,0.7166666666666667,0.15833333333333333,0.775,0.335,0.82,0.77,0.25333333333333335,0.7233333333333334,0.795
blues,12,0.1,0.0,0.525,0.2833333333333333,0.9666666666666667,0.58,0.355,0.795,0.8266666666666667,0.07,0.6933333333333334,0.935
blues,12,0.8,0.9,0.975,0.5666666666666667,0.925,0.55,0.63,0.71,0.7333333333333333,0.15666666666666668,0.5766666666666667,0.995
blues,12,0.7,0.5,0.1,0.43333333333333335,0.21666666666666667,0.295,0.07,0.725,0.3433333333333333,0.4033333333333333,0.7066666666666667,0.855
blues,12,0.9,0.0,0.0,0.9333333333333333,0.3,0.64,0.31,0.745,0.35333333333333333,0.91,0.16333333333333333,0.025
blues,12,0.8,0.575,0.2,0.7833333333333333,0.9916666666666667,0.52,0.59,0.7,0.62,0.11,0.4866666666666667,0.79
blues,12,0.3,0.8,0.6,0.16666666666666666,0.2916666666666667,0.785,0.5,0.985,0.4666666666666667,0.056666666666666664,0.023333333333333334,0.095
blues,12,0.9,0.8,0.775,0.5,0.13333333333333333,0.005,0.51,0.995,0.9633333333333334,0.023333333333333334,0.99,0.975
blues,12,1.0,0.95,0.45,0.5,0.025,0.005,0.53,0.965,0.9833333333333333,0.023333333333333334,0.7366666666666667,0.09
blues,12,1.0,0.95,0.775,0.5,0.025,0.005,0.5,0.99,0.4866666666666667,0.03333333333333333,0.44,0.075
blues,12,0.4,0.95,0.775,0.5,0.8916666666666667,0.005,0.5,0.545,0.28,0.32666666666666666,0.9833333333333333,0.885
blues,12,0.4,0.8,0.6,0.5,0.4,0.005,0.115,0.775,0.6333333333333333,0.08333333333333333,0.4666666666666667,0.715
blues,12,0.4,0.95,0.6,0.5,0.025,0.74,0.85,0.055,0.9966666666666667,0.006666666666666667,0.9966666666666667,0.06
blues,12,0.7,0.95,0.6,0.5,0.025,0.785,0.26,0.675,0.71,0.33,0.49,0.51
blues,12,1.0,0.8,0.775,0.5,0.20833333333333334,0.005,0.5,0.68,0.4766666666666667,0.13,0.61,0.725
blues,12,0.3,0.95,0.6,0.5,0.2916666666666667,0.785,0.52,0.955,0.99,0.006666666666666667,0.8833333333333333,0.02
blues,12,0.9,0.95,0.925,0.5,0.075,0.005,0.835,0.055,0.6633333333333333,0.44666666666666666,0.9566666666666667,0.005
blues,12,1.0,0.95,0.275,0.5166666666666667,0.24166666666666667,0.065,0.26,0.56,0.6433333333333333,0.5733333333333334,0.44,0.115
blues,12,1.0,0.625,0.45,0.5166666666666667,0.075,0.005,0.51,0.535,0.7966666666666666,0.02666666666666667,0.72,0.87
blues,12,1.0,0.95,0.6,0.5,0.8333333333333334,0.005,0.51,0.83,0.9066666666666666,0.8833333333333333,0.85,0.1
blues,12,1.0,0.475,0.45,0.5,0.075,0.005,0.51,0.725,0.7966666666666666,0.18333333333333332,0.6933333333333334,0.215
blues,12,1.0,0.8,0.125,0.8333333333333334,0.9,0.005,0.51,0.675,0.02666666666666667,0.36666666666666664,0.56,0.95
blues,12,1.0,0.95,0.6,0.5166666666666667,0.5666666666666667,0.005,0.51,0.8,0.7066666666666667,0.023333333333333334,0.6933333333333334,0.04
blues,12,0.1,0.025,0.7,0.9333333333333333,0.9833333333333333,0.97,0.735,0.865,0.27,0.8866666666666667,0.73,0.81
blues,12,0.8,0.15,0.775,0.8666666666666667,0.9416666666666667,0.945,0.08,0.845,0.13666666666666666,0.8533333333333334,0.81,0.49
blues,12,0.1,0.0,0.75,0.18333333333333332,0.9166666666666666,0.93,0.955,0.15,0.65,0.8966666666666666,0.5233333333333333,0.755
blues,12,0.1,0.95,0.275,0.9333333333333333,0.9916666666666667,0.91,0.24,0.895,0.24,0.33,0.8966666666666666,0.695
blues,12,1.0,0.0,0.85,0.8166666666666667,0.9666666666666667,0.685,0.405,0.865,0.6433333333333333,0.35,0.8233333333333334,0.705
blues,12,0.2,0.55,0.675,0.8333333333333334,0.95,0.96,0.255,0.15,0.6733333333333333,0.3233333333333333,0.4766666666666667,0.92
blues,12,0.1,0.225,0.2,0.6833333333333333,0.9666666666666667,0.965,0.83,0.96,0.36333333333333334,0.44333333333333336,0.93,0.995
blues,12,0.9,0.025,0.825,0.48333333333333334,0.8583333333333333,0.7,0.415,0.89,0.8966666666666666,0.33666666666666667,0.8266666666666667,0.795
blues,12,0.8,0.0,0.425,0.9,0.9333333333333333,0.665,0.08,0.845,0.006666666666666667,0.37666666666666665,0.82,0.905
blues,12,1.0,0.075,0.85,0.95,0.9916666666666667,0.845,0.78,0.345,0.25333333333333335,0.0,0.15666666666666668,0.015
blues,12,0.7,0.225,0.05,0.5,0.9916666666666667,0.685,0.765,0.88,0.5733333333333334,0.3466666666666667,0.81,0.785
blues,12,0.4,0.45,0.175,0.8833333333333333,0.5416666666666666,0.46,0.415,0.36,0.5266666666666666,0.58,0.19,0.8
blues,12,0.6,0.275,0.95,0.8666666666666667,0.75,0.375,0.425,0.4,0.8466666666666667,0.62,0.25666666666666665,0.68
blues,12,0.6,0.05,0.075,0.9666666666666667,0.925,0.81,0.575,0.615,0.08666666666666667,0.12666666666666668,0.44333333333333336,0.525
blues,12,0.3,0.025,0.75,0.95,0.6666666666666666,0.78,0.595,0.365,0.08666666666666667,0.15,0.51,0.35
blues,12,0.9,0.15,0.55,0.9333333333333333,0.65,0.475,0.455,0.365,0.5333333333333333,0.03333333333333333,0.7566666666666667,0.385
blues,12,0.3,0.375,0.45,0.0,0.6916666666666667,0.8,0.41,0.375,0.4666666666666667,0.6166666666666667,0.17333333333333334,0.36
blues,12,0.2,0.025,0.3,0.9666666666666667,0.6833333333333333,0.475,0.4,0.405,0.49666666666666665,0.6333333333333333,0.20333333333333334,0.205
blues,12,0.7,0.15,0.025,0.9166666666666666,0.425,0.805,0.955,0.6,0.07333333333333333,0.64,0.19666666666666666,0.245
blues,12,0.1,0.0,0.225,0.8833333333333333,0.9833333333333333,0.72,0.08,0.39,0.9033333333333333,0.63,0.22666666666666666,0.56
blues,12,0.8,0.1,0.9,0.9166666666666666,0.9333333333333333,0.22,0.955,0.015,0.85,0.8866666666666667,0.8266666666666667,0.22
blues,12,0.4,0.975,0.925,0.9166666666666666,0.225,0.045,0.565,0.92,0.10333333333333333,0.13666666666666666,0.13333333333333333,0.37
