genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11
blues,9153.381543045383,-1635.3337708399538,-6829.903754181059,3089.273676423505,-7501.188460647752,9.655241045352593,-9216.934535971159,3250.1790292001547,-8541.77470740238,3045.7311428014336,-5064.305801511068,3686.7141400340174
blues,8144.274208019138,-285.27061574693556,70.50778370113,2342.736128414965,-6077.690741654209,3745.5408983064576,-10261.971125533559,8328.974891154452,-11202.323733576304,2782.870786615811,-5525.221794520048,2068.9889861665415
blues,9374.64448304766,1574.3599370022102,-10642.805526671073,2151.1324574151113,-9586.172352445234,3140.2966627000465,-9827.722956176873,-1716.3905168063543,-11609.027350954455,701.7050161134672,-9700.671075663415,-1456.6646765148246
blues,8317.711732277761,2944.5030163411802,-1733.712040178024,1773.2699851703408,-4731.133713781399,5929.519582030503,-7745.637495505989,3853.854726785761,-5689.1757184870785,8136.230690967795,-5893.632095283885,3944.273883681623
blues,8937.574789258659,-1225.001292258554,-14724.570901070865,-1054.12528087395,-18330.99420613274,120.10966806723914,-13403.011148891428,-3159.394211208509,-9534.226671145187,1544.4834909538495,-9548.075527902665,-17.117430358914437
blues,8031.422794229705,3263.0322531053034,-6885.522758298935,2302.2040017673908,-11224.969864443057,2348.693647443224,-14491.853102791532,-759.1770004328285,-10808.513167306815,-397.6026698296887,-12360.097272182504,609.5730624760199
blues,8694.738035174241,5980.754907489942,-15483.815352395335,1723.0950841211525,-6377.700380350792,-3453.3683270162705,-17859.66543731411,327.5330782036584,-10066.10035536852,-9.76035951505583,-11165.469705963775,-2936.9877965539526
blues,9006.280103298337,2930.9560055871784,-10730.741417937294,4508.579370286401,-9694.274342924455,805.2420333361598,-17079.575181581422,5245.440493387055,-13565.77680959986,-3973.214477936438,-10234.841204755785,-2757.8280718778815
blues,9124.387122999997,-841.4948823764043,-6808.724805173128,5346.364147254452,-4790.325419054616,3326.5646645369006,-10298.755925752013,7352.064343325287,-6844.7827113056455,7425.341467877252,-6413.321691541335,649.0057994484374
blues,8135.605544935058,-3079.114544035125,-6675.066090148059,2380.2536893839456,-17047.392292453555,590.1362260853128,-10621.296222313224,6403.031106343177,-8928.041814521357,7854.145352906162,-3453.168672422127,2103.543383719405
blues,9349.08531582702,6694.361678952405,-15127.376301063001,-3674.2026053381833,-15806.859184352836,-430.9651736499584,-15479.528519580748,4496.593219176653,-11686.046766171321,-1569.7729206861916,-12148.928359554731,2077.204179828331
