9154.243365989718,-1441.5210171831618,-6518.674535672898,3350.9458890230194,-6906.67926298194,789.5522705072309,-8388.355312581874,4148.795567414221,-7134.868379974776,4306.782428329426,-3986.8882198146284,4023.8918640771053,-3247.929544971078,910.5789045126235,-3813.064641347725,-605.5991140434127,-1078.178494118249,168.55120851706334,-2013.372768069997,465.79257694520135
8145.270708780328,-169.52194834779723,321.1526970319246,2532.9920829056455,-5551.142181304723,4512.0109813188565,-9393.68157810417,9298.083306993734,-9829.13357021115,3978.0614449686586,-4419.124038494146,2256.7992449250214,-4002.129291875869,2509.0470189838597,-5093.968851456171,-346.7309716049574,-313.0787694515315,1360.7075540098556,-2200.4594444962668,837.5445727368636
9375.58983840143,2103.159998176911,-9851.527204502354,3087.7551483004618,-8271.631188932375,4779.512295507886,-7913.884897308074,292.7231947207753,-9435.880493076664,2812.5489265144615,-7762.592915304126,-664.5344409426833,-2872.634775722257,1800.5657237962655,-5412.661142496775,1169.262405336856,-1473.3758849378908,-732.8637038348852,-1723.752400273385,810.4550958096826
8318.452800443678,2969.2155420844724,-1621.6843305888342,1739.6691702303972,-4564.614245790497,6469.07523470161,-6902.812167423993,4560.002225291014,-4604.012577416207,9320.457147434234,-4730.8616842911015,4317.055886146052,-3565.69830678894,2215.521900993391,-2778.125950416557,2903.928820484532,-1857.0796719070263,1174.677845136438,-1341.3579887601375,263.6948594305278
8938.864164919507,-667.2928545062945,-13821.409658140545,-117.21204821867519,-17197.685599586926,1515.191341260751,-11809.956257485905,-1847.9793900449156,-8269.776043786987,2549.114267667705,-8822.374346288218,-403.0838753768283,-6763.541212804697,151.26479386784064,-5971.998101745431,995.5658135432386,-1932.4708842669177,1419.421259377439,-375.3543335897813,362.98401761781656
8032.821812111942,3690.837355947762,-6153.291996354163,3166.0010464887937,-10068.000971680964,3852.233498134644,-12917.015381542713,790.8670213251132,-9033.024847895305,1243.1204806299318,-11139.761665326765,1062.9919345528256,-6618.387349180818,-1571.6230650780547,-1523.1893040918221,1577.3472217530516,-1267.5690321703914,449.5464644358399,-252.9493754507302,585.4168127673126
8696.409259436361,6683.303562859496,-14494.37361987796,2911.169679021651,-4685.472890916133,-1171.1546396931722,-15804.856015539797,2220.471917511229,-8143.819929787317,1646.6148890005325,-10129.528517582674,-2964.5465850322353,-7951.626910453212,-3738.108544658717,-5054.58868925948,1080.2530275744984,-1654.89555142896,1025.9710229854768,-205.1816355285923,586.9278770758455
9007.231434620731,3580.06288209559,-9768.99334773187,5727.496327669755,-8014.093788636704,2862.636343504483,-15139.834400558217,7471.490013599192,-10844.246333514116,-1538.6434036814535,-8762.367871137363,-2127.5085018118966,-6785.5476647939895,-666.6604659599566,-6577.137538641167,1296.2945857773489,-2084.605238720876,-1619.1776180064946,-767.119254698821,878.8666540686405
9125.214856646619,-759.7244889173011,-6605.2187094878545,5434.484768570213,-4507.321921179721,3863.3215324510666,-9490.592958169907,8158.246388814062,-5787.717414489409,8607.404174423717,-4940.064482481298,1273.639267614048,-8149.361325095729,3239.5532264614503,-637.8547172428695,1670.2651379008432,-2202.9048321430014,466.54877718504565,35.125469420916325,779.4129280294819
8136.210175558494,-2914.7345972804824,-6465.774888567845,2630.3378643437513,-16595.561958734845,1135.8761757868306,-10031.319660931653,7149.852428668053,-8118.524209808216,8425.244308486861,-3262.581491822673,1671.28813964879,-3729.7827933535327,-2193.4537629328447,-6430.200535752571,2788.4648503392445,1046.60320717985,266.6694559493745,742.9911011740754,1768.3773941287927
