genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31
classical,13.272383141108657,12.73403339689249,12.005504137697098,11.511847101498807,10.681486628683627,10.446639519809017,10.441208001303577,10.242809528286502,9.799127920810017,9.781074989816755,9.786245738314191,9.629534767154647,9.650965698160846,9.34720393832413,8.84156659593344,9.086776600490722,8.692519128317722,8.241711058874944,8.286077232542532,8.088517479056376,8.062252818286476,7.704399221561023,7.525802712085865,7.674182833359341,7.225213041726535,7.196598636270797,6.7946099507761275,6.829197016695372,6.430609548724415,5.885372788663851,5.881150159276365,5.8758449944864894
classical,13.562628424725279,13.732437902806698,13.124426434259037,13.068030833155492,12.860887439026108,11.967361089132085,10.894906060607237,10.553545887039334,10.547335445360769,10.378292055722879,10.245121532001022,10.035056041964737,9.860137732013966,9.688172119986506,9.393788438678946,9.1418237533246,8.976293015777333,8.834763646548918,8.774175144876315,8.575056992456497,8.53557049358825,8.371880548073797,8.290451101522708,8.193446410656007,8.068945124413865,7.912101047660296,7.637856840544947,7.3724786077926305,7.084884588961397,6.2278533181649305,6.190707916259448,6.192670754718895
classical,12.785246466691845,11.769381052583556,11.430765463514463,11.289062755437325,10.577971028756256,9.832684850711566,9.392965268790451,8.94819179205452,8.667161375270226,8.522966486798977,7.9987461187005735,8.19096289727665,7.821400594979877,7.817359825040143,7.83725841285434,7.66798817651869,7.500625186875469,7.346506125793539,7.229484131375507,7.0866464946104335,7.091798486783134,6.872413291017963,6.854367782113671,6.75447451118469,6.667243067814823,6.573917210022985,6.468702512991152,6.35731874873113,6.168838765937851,5.218150258097365,5.2198837464830685,5.200017518837758
jazz,14.528903432897806,13.830575993352083,13.21352561680122,12.439172129836397,12.44634278443153,12.102824841998066,11.918999076412016,11.627316016091982,10.955269248963463,11.111382704554481,10.835193582067047,10.828990305091498,10.68826386551333,10.56235762493398,10.468803746043529,10.275565896140616,10.10854950371777,9.989330610303915,9.866756256760503,9.786631272558008,9.478643606372305,9.374838320662699,9.25499705454461,8.48870528796997,8.023818232813136,8.084682237856997,8.20812690710963,7.806520956135205,7.784619822818218,7.589660713230465,7.583360534650929,7.581150414752564
jazz,15.128512564860134,14.36892432012612,13.521629913089038,13.376974978567032,13.214418549047878,13.03856644447292,12.599817333138493,12.092841238974039,11.645150105784033,11.056214792061422,10.828818881814026,10.529494484544175,10.283292446769915,9.961224426100928,9.699651883408066,9.502350793037639,9.349511546119782,9.291175783136435,9.240997899027766,9.20701644605318,9.175201352361842,9.143973054930873,9.115697569814635,9.094420201212463,9.072969285386563,9.054384014808182,9.039831546375835,9.029357042749485,9.01787539661667,9.011265908084898,9.00450230266753,9.002456749050786
jazz,15.030408007590156,14.392109507840999,13.360664103783693,13.24227817035446,13.051871218772751,12.857042340093255,12.434358845660528,11.893843484473885,11.503729278682068,11.016922105626328,10.797381638979747,10.457505103538379,10.176960524968736,9.811112649343148,9.481063355153303,9.175767182347347,8.82747133231369,8.636166385648401,8.441723650593982,8.343650678517637,8.287970340380241,8.265002317290092,8.24066043919161,8.21503259581389,8.184806793788097,8.175738125135148,8.159883885298719,8.14749001845452,8.134239533441397,8.128504675640743,8.122025351736427,8.122277843054091
jazz,14.968814934772677,14.621656374642928,13.52345246220469,13.241652558087413,13.046988216753432,12.85583369556852,12.342059215076402,11.87892919691423,11.45520038043,10.944034941337405,10.705449926601858,10.369310290370278,10.06484670033718,9.762615478418,9.39614343961587,9.084888989339312,8.707889808477185,8.508514545859338,8.255900807513559,8.136737186139372,8.075503888634305,8.033417805273118,8.011253322573706,7.989055274820149,7.963291178847048,7.945749805261792,7.932388479741647,7.922177994090055,7.913246568287497,7.903721164767281,7.898108739836428,7.89110648033938
jazz,15.071966632729106,14.544775243511973,13.484085897438263,13.403897729077876,13.186389373540466,13.099971342970104,12.570802743678795,12.012865508609753,11.551676938062014,10.959965901725742,10.758772892841408,10.392392621961854,10.140339499744265,9.782857673608207,9.400240597394873,9.149160383250331,8.858444398013749,8.671763855569528,8.496083990902193,8.451488552166506,8.405391307294597,8.37651402510504,8.348932560942014,8.324075129747294,8.30491035761439,8.286661630541566,8.2684335180063,8.26081921085395,8.249257927131278,8.242327521199611,8.235005813493977,8.233957407392012
jazz,15.020816984577108,14.449655976486232,13.49374794651092,13.390953738751728,13.193005878571617,12.932267658316917,12.590727377033746,12.040377877161333,11.502765614496049,10.874599490282053,10.646923616541486,10.304259219539778,9.991083400082825,9.673451482452915,9.283745749681078,9.000504433011237,8.649098520232638,8.410179544316296,8.188782584186058,8.045688810861806,7.963513885363644,7.939352410101111,7.895237661045054,7.893540765408824,7.863478633081053,7.840056192650853,7.833040710733132,7.820875095202057,7.806283236082201,7.797137597410484,7.787218973898131,7.7887603341619265
jazz,14.725964724111583,14.022595202867945,13.72724983703899,13.43312054660806,13.405410956528321,13.696832948098045,13.400574839316954,13.12386056363788,12.842912369751687,12.48201486827263,12.104806968417,11.566414674808485,10.257748562780993,9.511642822041063,9.106182164942837,8.527177803982688,8.672752146310156,8.620932129335724,8.66430282556371,8.671780959064844,8.629604991057342,8.64357762929282,8.663158558577924,8.514083031774534,8.55102151796755,8.871372285538566,8.956344629431205,8.990724770036513,9.05084834427065,9.051790856790682,8.782293154262907,8.70792861294588
